Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",4,4.15,Harper Voyager,Hardcover,544,2022,2022,2025/10/21,2025/09/03,"low-fantasy, read-in-2025, science-fiction, audiobooked, owned","low-fantasy (#44), read-in-2025 (#43), science-fiction (#95), audiobooked (#3), owned (#249)",read,"Having just read another book about the Tower of Babel, I can confirm this is the better one, though it might not be a very fair comparison that one was more light hearted and unserious. <br/><br/>Anywho it was definitely a great book, if not perhaps a little preachy, I’m not a man who necessarily enjoys footnotes and Kuang is clearly an author who does. Perhaps it would not have been so bad if I wasn’t listening to the audiobook at the same time which interjects at whichever point in the page it chooses with the lengthy footnote (in a different voice) which really does take me out of the story.<br/><br/>Anyway the concept of a magic system that works on the difference of meanings between words in languages could well be the most unique I’ve seen for a very long time if ever. However I’d have to say I expected more issues with robin needing to use a bar and it not being in a language he spoke. Very odd how almost every bar they encountered was in mandarin. <br/><br/>The characters were good too, but I did feel like I wished they didn’t make Letty the villain, felt a little predicable but I guess that’s kinda the point of the story, colonisers will do what they do best.<br/><br/>Anyway give it a read, seems to be the most popular book with my Goodreads friends so that’s a good sign ",,,1,0
45100,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,"Hobb, Robin",,"=""000649885X""","=""9780006498858""",5,4.23,Voyager,Mass Market Paperback,880,1999,1998,2025/11/02,2025/10/11,"high-fantasy, read-in-2025, audiobooked, kindled","high-fantasy (#35), read-in-2025 (#45), audiobooked (#2), kindled (#6)",read,,,,1,0
10440175,A Separate War and Other Stories,Joe Haldeman,"Haldeman, Joe",,"=""1101157895""","=""9781101157893""",3,3.66,Ace Books,Kindle Edition,300,2006,2006,2025/10/17,2025/10/16,"low-fantasy, read-in-2025, science-fiction, kindled","low-fantasy (#43), read-in-2025 (#42), science-fiction (#94), kindled (#5)",read,"Definitely some stories worth reading, my highlights were ‘a separate war’, ‘Giza’, ‘rememberance of things past’ and ‘finding my shadow’. He is clearly best at using science fiction as a medium to highlight human nature in different situations. The rest were ok and all still enjoyable stories, just not as unique in concept, which I feel limits a story with so little space to work with. Good read though give it a go it’s a nice short anthology ",,,1,0
75374437,Bored Gay Werewolf,Tony  Santorella,"Santorella, Tony",,"=""1838957014""","=""9781838957018""",4,3.47,Atlantic Books,Kindle Edition,272,2023,2023,2025/10/23,2025/10/21,"low-fantasy, read-in-2025, kindled","low-fantasy (#45), read-in-2025 (#44), kindled (#4)",read,"My connection to this book happened this past Tuesday when I was walking with my Grandmother, we passed a local bookshop and I see in the window a book called ‘shy trans banshee’ and that’s definitely a title of a book I need to read to I added it on Goodreads. From there I saw it had a prequel (this book) so alas it was a necessary for me to read it to understand the emotional lgbtq monster universe.<br/><br/>The book was very solid, and enjoyable with some laughs. Not the most unique story but it’s structured well and the character work made it engaging. I would recommend Sofia reads it!<br/><br/>Can’t wait for ‘nervous lesbian vampire’",,,1,0
214151534,Paradise Logic,Sophie  Kemp,"Kemp, Sophie",,"=""1668057034""","=""9781668057032""",4,3.83,Simon & Schuster,Hardcover,256,2025,2025,2025/11/05,2025/10/21,"read-in-2025, kindled, audiobooked","read-in-2025 (#46), kindled (#3), audiobooked (#1)",read,"I’d have to say this is the strangest book I’ve ever read but I really can’t help but love it. The characters (or perhaps just character) make it such an enjoyable read that I just couldn’t stop. Reality is such a unique protagonist that it really forced me to engage with the content far more than I normally would, everything she sees and does is expressed to us through a lens so warped that it’s a struggle to really know what’s happening but throughout the novel you can slowly piece together and understand why she is the way she is. <br/><br/>I obviously don’t want to spoil it too much but it followed reality on her adventure to become the perfect boyfriend and the hijinks that ensue from that. It’s a story that will make you laugh but also feel other emotions which will be revealed to you when you read it.  <br/><br/>I don’t know if it’s a book for everyone but it’s relatively short so I’d say everyone should try to read it and hope you are the kind of person who’d enjoy it ",,,1,0
223841517,Above The Clouds,Tim Vee,"Vee, Tim",,"=""""","=""9798230551683""",3,4.33,Tim Vee,Kindle Edition,190,2025,2025,2025/11/09,2025/11/08,"dystopia, read-in-2025, science-fiction, arc, kindled","dystopia (#17), read-in-2025 (#47), science-fiction (#96), arc (#2), kindled (#2)",read,"I’d like to start by personally thanking Tim Vee for letting me read this, I don’t read many self published books and yours was a great pick. <br/><br/>Post apocalyptic sci-fi is a genre I can’t help but enjoy and that is a trend that continued with this book. Despite its relatively length I felt that the plot very strong and was able to hit all of its points without rushing which I really appreciated. Although there was one plotline which unfortunately never got resolved, probably could have been removed entirely to be honest.<br/><br/>What I do think unfortunately limited my enjoyment was the prose itself, which I felt often told what was going on rather than showing me. Although it is sometimes hard to avoid doing, especially with a third person omniscient perspective, I was often almost too certain what was going on, when a bit of uncertainty to mirror Squirt’s situation would have been beneficial. That’s not to say there was no subtlety at all, I appreciated the subtle way we were introduced to the possibility of there being robots currently in the world when Squirt, our protagonist, talks to a broken down one as a friend, a very human and believable thing to happen in a post apocalyptic world. <br/><br/>Alongside that, and this is perhaps a more personal nitpick was the usage of different words for something that already exists in the world, here being ‘notches’ instead of ‘years’, a little bit of a trope in media now to have a different word for birthdays. The one that really took me out of it during the novel was ‘the hard goodbye’ as the term for when someone was exiled, it’s a term that gets used a lot throughout the story and I could never get used to it. Also he loves PVC, he mentions things being made of PVC so much in the start and then I was like oh good he’s stopped and then he does it one last time at the end. <br/><br/>Lastly back to praise, the character work was very strong and I appreciated that Squirt didn’t inexplicably become stupid at any point and truly acted like someone who has lived in a wasteland since birth and fights to survive. I could really relate to her character and think the story ended off at a perfect point in her story.",,,1,0
210835673,Thrum,Meg Smitherman,"Smitherman, Meg",,"=""""","=""""",4,3.96,Rose & Moth Books,ebook,,2024,2024,2025/11/11,2025/11/08,"arc, kindled, read-in-2025, science-fiction","arc (#1), kindled (#1), read-in-2025 (#48), science-fiction (#97)",read,"I started this book in the hope that I could finally read my first romance book, still science fiction though, I wasn’t going to push the boat out too far. Alas despite being marketed as romance this is quite the opposite. I’d say it’s more of a psychological thriller, and I’d be genuinely concerned if you felt there was any love involved in the story. Read very easily and enjoyed it throughout, plot was solid with a nice twist at the end. Character(s) were somewhat one note but that didn’t take away from it too much.<br/><br/>I’d kinda recommend everyone read it so they can enjoy watching an insane amount of intergalactic gaslighting ",,,1,0
239234731,Meat Bees,Dane Erbach,"Erbach, Dane",,"=""1968043055""","=""9781968043056""",0,3.75,CLASH Books,Paperback,284,2026,,,2025/11/11,to-read,to-read (#207),to-read,,,,0,0
21412400,The First Bad Man,Miranda July,"July, Miranda",,"=""1439172560""","=""9781439172568""",0,3.67,Scribner,Hardcover,288,2015,2015,,2025/11/05,to-read,to-read (#206),to-read,,,,0,0
12749,"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel",Lydia Davis,"=""0142437964""","=""9780142437964""",0,4.16,Penguin Classics,Paperback,468,2004,1913,,2025/10/31,to-read,to-read (#205),to-read,,,,0,0
212602506,Shy Trans Banshee,Tony  Santorella,"Santorella, Tony",,"=""1805463411""","=""9781805463412""",0,3.98,Atlantic Books,Kindle Edition,273,2025,2025,,2025/10/21,to-read,to-read (#204),to-read,,,,0,0
10819,Charlotte's Web,E.B. White,"White, E.B.",Garth Williams,"=""0141316047""","=""9780141316048""",0,4.21,Penguin Childrens Hardbacks,Hardcover,176,2002,1952,,2025/10/11,owned,owned (#248),read,,,,1,0
27430450,Awful Auntie,David Walliams,"Walliams, David",Tony Ross,"=""0007453604""","=""9780007453603""",0,4.11,HarperCollins,Hardcover,416,2014,2012,,2025/10/11,owned,owned (#247),read,,,,1,0
15921359,RatBurger,David Walliams,"Walliams, David",,"=""0007453523""","=""9780007453528""",0,4.07,HarperCollins,Hardcover,320,2012,2012,,2025/10/11,owned,owned (#246),read,,,,1,0
18269507,Demon Dentist,David Walliams,"Walliams, David",Tony Ross,"=""0007453566""","=""9780007453566""",0,4.15,Harper Collins Children's Books,Hardcover,443,2013,,,2025/10/11,owned,owned (#245),read,,,,1,0
6375713,The Boy in the Dress,David Walliams,"Walliams, David",,"=""0007279043""","=""9780007279043""",0,4.08,HARPER COLLINS,Paperback,233,2009,2008,,2025/10/11,owned,owned (#244),read,,,,1,0
742102,Meet the Weirds,Kaye Umansky,"Umansky, Kaye",,"=""1842991140""","=""9781842991145""",0,3.53,Barrington Stoke,Paperback,77,2003,2003,,2025/10/11,owned,owned (#243),read,,,,1,0
